merchant_id,business_category,business_age_months,qris_volume_monthly,qris_active_days,ecommerce_rating,pln_delay_days,pdam_bill_avg,pdam_late_payments,risk_level
UMKM-02444,RETAIL,43,"Rp 20,346,611",14,,0.0,276276.0,1.0,0
UMKM-02445,nan,118,4332951,17,2.5,0.0,487131.0,1.0,1
UMKM-02446,Jasa,84,"Rp 48,821,382",1,1.5,2.0,196236.0,1.0,0
UMKM-02447,Retail,74,"Rp 1,311,416",22,2.5,,240360.0,0.0,1
UMKM-02448,Retail,51,8129343,42,2.4,,329169.0,0.0,0
UMKM-02449,jasa,105,14603581,12,3.4,0.0,316983.0,0.0,0
UMKM-02450,jasa,71,"Rp 23,612,831",42,4.4,5.0,88937.0,1.0,0
UMKM-02451,fnb,9,"Rp 5,924,191",3,2.5,,254263.0,0.0,1
UMKM-02452,fnb,21,14970740,24,,0.0,425218.0,2.0,0
UMKM-02453, F & B ,62,13809213,10,4.2,15.0,358804.0,0.0,1
UMKM-02454, F & B ,74,"Rp 35,379,197",41,,0.0,246669.0,0.0,0
UMKM-02455,F&B,58,"Rp 18,684,867",11,,0.0,165911.0,0.0,0
UMKM-02456, F & B ,88,"Rp 10,782,357",12,1.3,0.0,345404.0,1.0,0
UMKM-02457,retail ,102,23824162,8,4.6,2.0,408344.0,2.0,0
UMKM-02458,jasa,24,31272080,44,1.7,15.0,335350.0,2.0,1
UMKM-02459,nan,30,24479921,37,2.3,2.0,367907.0,4.0,1
UMKM-02460,retail ,61,18767607,5,3.4,0.0,133059.0,4.0,2
UMKM-02461,RETAIL,80,"Rp 38,803,799",42,,0.0,202946.0,2.0,0
UMKM-02462,Retail,107,"Rp 24,612,300",42,2.0,2.0,318938.0,0.0,0
UMKM-02463, F & B ,80,"Rp 1,587,069",9,4.1,2.0,198711.0,0.0,1
UMKM-02464,Retail,108,"Rp 21,724,277",22,3.8,2.0,478479.0,0.0,0
UMKM-02465,Jasa,115,3315138,14,1.6,0.0,430117.0,,0
UMKM-02466,F&B,108,"Rp 41,140,674",44,2.9,5.0,494623.0,0.0,0
UMKM-02467,Jasa,113,"Rp 30,875,646",22,2.9,,354105.0,0.0,0
UMKM-02468,F&B,118,"Rp 1,549,666",39,2.2,2.0,,4.0,2
UMKM-02469,fnb,43,4983027,36,4.1,5.0,397945.0,0.0,0
UMKM-02470,Retail,70,"Rp 42,230,294",33,4.7,,234329.0,1.0,0
UMKM-02471,F&B,49,27332571,15,3.9,2.0,61736.0,2.0,2
UMKM-02472,Fashion,79,42901563,44,,2.0,214986.0,2.0,0
UMKM-02473,retail ,50,"Rp 46,827,857",40,1.2,5.0,493154.0,2.0,0
UMKM-02474,F&B,62,"Rp 5,782,969",31,1.1,0.0,371539.0,2.0,1
UMKM-02475,F&B,89,29301216,37,4.6,2.0,130338.0,1.0,0
UMKM-02476,retail ,38,3059417,39,4.6,15.0,164946.0,0.0,0
UMKM-02477,Retail,25,"Rp 42,351,983",4,,0.0,391901.0,1.0,0
UMKM-02478,Retail,52,8794087,16,2.4,30.0,119385.0,2.0,1
UMKM-02479,retail ,81,"Rp 38,742,864",21,4.3,2.0,115285.0,0.0,0
UMKM-02480,Jasa,112,22587590,38,,0.0,203886.0,0.0,0
UMKM-02481,Fashion,47,19609976,40,2.1,2.0,170862.0,0.0,0
UMKM-02482,nan,78,"Rp 31,283,124",17,3.7,0.0,489983.0,1.0,0
UMKM-02483,RETAIL,73,"Rp 33,102,967",27,4.9,15.0,185688.0,0.0,1
UMKM-02484,Fashion,17,32227450,12,,0.0,140100.0,2.0,0
UMKM-02485,Retail,22,"Rp 37,093,497",41,4.1,,377803.0,0.0,0
UMKM-02486,nan,10,47731915,0,2.4,2.0,272105.0,0.0,2
UMKM-02487,fnb,31,28322543,18,3.6,2.0,117713.0,0.0,1
UMKM-02488, F & B ,15,"Rp 15,989,214",33,,,,1.0,1
UMKM-02489,F&B,73,"Rp 19,803,307",3,,0.0,,0.0,2
UMKM-02490,retail ,11,"Rp 32,695,058",42,2.9,5.0,96811.0,0.0,1
UMKM-02491,retail ,108,"Rp 13,489,289",2,,0.0,196181.0,4.0,1
UMKM-02492,F&B,31,"Rp 4,731,622",40,4.5,15.0,285037.0,2.0,2
UMKM-02493, F & B ,71,"Rp 48,466,955",9,1.0,2.0,499462.0,3.0,1
UMKM-02494,RETAIL,13,25562579,27,4.9,,375531.0,1.0,0
UMKM-02495, F & B ,24,49860516,33,2.4,30.0,445340.0,3.0,2
UMKM-02496,nan,39,"Rp 10,104,687",38,,0.0,151558.0,2.0,0
UMKM-02497, F & B ,12,"Rp 14,595,880",18,1.6,0.0,380093.0,4.0,1
UMKM-02498,nan,72,"Rp 37,642,118",41,4.4,2.0,201843.0,0.0,0
UMKM-02499, F & B ,56,"Rp 1,954,227",35,4.5,2.0,56089.0,0.0,1
UMKM-02500,RETAIL,30,"Rp 13,832,377",42,1.1,0.0,317977.0,0.0,0
UMKM-02501,RETAIL,94,45578506,2,1.2,0.0,196820.0,3.0,2
UMKM-02502,Retail,78,"Rp 31,691,270",22,4.7,2.0,99308.0,1.0,0
UMKM-02503,F&B,46,"Rp 38,626,908",16,1.5,0.0,92083.0,0.0,0
UMKM-02504,RETAIL,13,"Rp 47,432,969",6,3.5,30.0,464603.0,1.0,1
UMKM-02505,nan,103,46964380,25,3.5,15.0,427749.0,2.0,2
UMKM-02506,RETAIL,38,"Rp 22,605,192",42,4.5,5.0,391818.0,3.0,2
UMKM-02507,Retail,1,"Rp 37,952,931",17,3.3,0.0,313846.0,2.0,1
UMKM-02508,retail ,115,"Rp 34,612,463",5,2.7,0.0,477649.0,2.0,1
UMKM-02509,nan,38,"Rp 32,334,729",30,4.9,2.0,71773.0,0.0,0
UMKM-02510,Retail,111,"Rp 42,813,714",28,1.9,,455641.0,0.0,0
UMKM-02511,Jasa,62,"Rp 11,306,743",8,2.1,0.0,302923.0,3.0,1
UMKM-02512,Jasa,117,"Rp 3,451,550",34,1.3,0.0,88575.0,2.0,2
UMKM-02513,fnb,28,3081552,16,4.9,0.0,332242.0,1.0,0
UMKM-02514, F & B ,60,"Rp 33,049,800",11,3.8,2.0,122519.0,0.0,0
UMKM-02515,F&B,63,"Rp 47,479,712",35,1.0,2.0,,0.0,0
UMKM-02516,jasa,49,"Rp 32,873,953",23,3.8,0.0,440843.0,0.0,0
UMKM-02517,Fashion,4,32921068,9,2.6,0.0,306788.0,1.0,1
UMKM-02518,Retail,90,"Rp 31,120,919",29,4.9,2.0,314541.0,1.0,0
UMKM-02519,retail ,36,32225096,28,2.1,0.0,76770.0,4.0,1
UMKM-02520,Fashion,35,41865414,38,3.8,2.0,350366.0,1.0,0
UMKM-02521,retail ,71,"Rp 18,955,858",9,3.5,15.0,231779.0,0.0,1
UMKM-02522,Fashion,97,6381862,38,1.0,2.0,,0.0,0
UMKM-02523,Retail,63,42534065,27,4.5,2.0,143737.0,2.0,0
UMKM-02524,jasa,116,"Rp 16,233,162",17,1.6,30.0,257709.0,0.0,2
UMKM-02525,Fashion,4,12030140,40,3.7,,99033.0,1.0,0
UMKM-02526,Retail,4,"Rp 17,210,635",16,4.1,0.0,251110.0,1.0,0
UMKM-02527,RETAIL,96,11019577,10,3.5,0.0,378023.0,0.0,0
UMKM-02528,jasa,85,"Rp 2,734,441",0,1.4,15.0,390619.0,0.0,2
UMKM-02529,nan,54,"Rp 30,650,827",16,4.9,0.0,,0.0,0
UMKM-02530,retail ,45,"Rp 45,636,414",35,1.9,,250604.0,0.0,1
UMKM-02531,Jasa,15,42491540,35,3.5,0.0,,1.0,0
UMKM-02532, F & B ,2,3960841,8,,,98787.0,1.0,1
UMKM-02533,Jasa,59,25522289,44,4.8,2.0,400912.0,4.0,0
UMKM-02534,jasa,86,"Rp 15,115,491",27,3.4,5.0,140150.0,3.0,0
UMKM-02535,nan,107,"Rp 37,147,291",32,2.0,0.0,145551.0,0.0,0
UMKM-02536,retail ,97,8992388,2,4.3,,156350.0,1.0,0
UMKM-02537,nan,72,23544420,7,1.7,0.0,177943.0,1.0,1
UMKM-02538,Fashion,79,25473340,5,1.1,0.0,375070.0,0.0,2
UMKM-02539,retail ,24,"Rp 36,473,147",5,4.6,0.0,317130.0,,0
UMKM-02540,Fashion,79,"Rp 9,880,121",28,3.3,,128485.0,1.0,0
UMKM-02541,Retail,43,"Rp 36,732,322",36,1.3,0.0,266415.0,3.0,0
UMKM-02542,jasa,3,"Rp 13,918,652",11,,2.0,255828.0,4.0,0
UMKM-02543,Retail,11,"Rp 17,312,999",8,1.6,2.0,181307.0,1.0,1
UMKM-02544,fnb,63,47267957,40,1.1,30.0,189065.0,0.0,2
UMKM-02545,nan,52,20952817,18,1.5,2.0,272152.0,1.0,0
UMKM-02546,Fashion,51,"Rp 2,740,584",16,4.1,2.0,195908.0,1.0,0
UMKM-02547,RETAIL,56,"Rp 20,994,412",43,4.0,5.0,382904.0,2.0,0
UMKM-02548,Retail,89,"Rp 31,173,030",31,3.4,5.0,264222.0,0.0,0
UMKM-02549,fnb,46,"Rp 46,809,257",34,1.8,0.0,476222.0,0.0,0
UMKM-02550,F&B,55,"Rp 39,805,640",13,4.0,0.0,273038.0,3.0,1
UMKM-02551,Jasa,34,"Rp 24,844,479",15,,0.0,464524.0,,0
UMKM-02552,retail ,32,"Rp 26,286,997",20,,0.0,377731.0,0.0,0
UMKM-02553,fnb,37,"Rp 39,998,987",11,4.6,0.0,,3.0,0
UMKM-02554,jasa,57,35716928,23,2.8,2.0,125108.0,0.0,1
UMKM-02555,Retail,13,"Rp 30,007,653",33,,,271205.0,2.0,0
UMKM-02556,jasa,94,"Rp 38,705,970",7,4.8,0.0,320642.0,0.0,0
UMKM-02557,Jasa,44,"Rp 42,330,450",43,2.8,5.0,357210.0,4.0,1
UMKM-02558,RETAIL,27,"Rp 36,659,471",20,3.2,2.0,489934.0,1.0,0
UMKM-02559,nan,7,"Rp 37,674,242",7,3.3,0.0,401673.0,0.0,2
UMKM-02560,nan,72,31433622,27,2.0,2.0,462209.0,0.0,0
UMKM-02561,jasa,114,"Rp 35,376,361",15,3.9,,62485.0,0.0,0
UMKM-02562,Fashion,91,7647162,9,3.9,0.0,119136.0,1.0,0
UMKM-02563,RETAIL,56,"Rp 22,687,889",14,1.9,2.0,264957.0,3.0,1
UMKM-02564,nan,87,"Rp 4,772,217",3,,0.0,227195.0,2.0,1
UMKM-02565,RETAIL,37,49754833,25,5.0,0.0,96264.0,2.0,0
UMKM-02566,fnb,43,36582274,14,3.3,2.0,95606.0,2.0,0
UMKM-02567,RETAIL,30,"Rp 22,989,497",35,1.7,15.0,348490.0,4.0,2
UMKM-02568, F & B ,116,"Rp 35,288,891",31,2.1,5.0,153865.0,2.0,0
UMKM-02569,Jasa,102,8718742,42,3.5,0.0,216383.0,0.0,0
UMKM-02570,nan,4,"Rp 28,553,666",37,1.6,,427336.0,2.0,1
UMKM-02571,RETAIL,89,"Rp 33,495,926",3,1.1,0.0,435160.0,0.0,1
UMKM-02572,jasa,0,3306648,40,4.2,5.0,223334.0,,1
UMKM-02573,F&B,51,"Rp 46,560,154",8,3.9,0.0,103166.0,0.0,0
UMKM-02574, F & B ,-5,"Rp 26,474,534",34,2.2,30.0,351219.0,0.0,2
UMKM-02575, F & B ,65,"Rp 38,458,301",27,1.2,5.0,479598.0,0.0,0
UMKM-02576,Fashion,52,"Rp 13,664,903",36,2.9,,390819.0,1.0,1
UMKM-02577,RETAIL,85,17018797,8,,0.0,415590.0,0.0,1
UMKM-02578,Fashion,15,37752292,1,,2.0,498439.0,4.0,1
UMKM-02579,Fashion,86,11740829,2,2.1,5.0,54806.0,0.0,1
UMKM-02580,F&B,74,"Rp 34,510,772",43,,5.0,492874.0,0.0,1
UMKM-02581,fnb,50,"Rp 3,780,596",4,2.5,2.0,341501.0,0.0,0
UMKM-02582,RETAIL,104,"Rp 5,040,015",9,,0.0,371021.0,0.0,1
UMKM-02583,Retail,81,"Rp 5,870,807",27,2.1,0.0,,0.0,0
UMKM-02584,nan,110,"Rp 21,854,627",14,2.3,0.0,103155.0,0.0,1
UMKM-02585,Fashion,14,"Rp 7,957,038",13,2.3,30.0,370195.0,0.0,2
UMKM-02586,Jasa,96,"Rp 43,920,509",22,2.9,15.0,174503.0,0.0,2
UMKM-02587,retail ,48,23533373,12,4.4,0.0,123147.0,0.0,0
UMKM-02588,Jasa,19,44250629,15,2.6,,177117.0,2.0,2
UMKM-02589,F&B,22,"Rp 30,162,052",29,4.2,0.0,207976.0,0.0,0
UMKM-02590,F&B,-1,"Rp 27,631,565",39,1.5,0.0,388886.0,0.0,1
UMKM-02591,jasa,114,"Rp 8,356,148",7,4.6,0.0,147486.0,0.0,0
UMKM-02592,fnb,15,"Rp 43,649,452",16,1.7,30.0,182779.0,1.0,0
UMKM-02593,nan,12,17304297,29,1.2,5.0,255101.0,0.0,0
UMKM-02594,Fashion,41,"Rp 20,578,545",16,,0.0,494812.0,1.0,2
UMKM-02595,Jasa,64,"Rp 34,395,388",34,1.8,2.0,255117.0,,0
UMKM-02596,retail ,51,"Rp 41,079,870",0,3.0,0.0,334434.0,0.0,0
UMKM-02597,F&B,87,"Rp 15,370,051",23,2.8,0.0,397019.0,0.0,0
UMKM-02598,F&B,13,"Rp 15,885,447",24,,0.0,69311.0,0.0,0
UMKM-02599,fnb,91,"Rp 9,577,482",1,,0.0,231081.0,0.0,1
UMKM-02600,retail ,59,"Rp 31,980,624",24,3.0,30.0,98175.0,0.0,1
UMKM-02601,retail ,103,"Rp 41,777,585",13,2.3,2.0,314864.0,0.0,0
UMKM-02602,fnb,-3,"Rp 17,414,776",38,3.5,0.0,347934.0,3.0,0
UMKM-02603,F&B,36,39988394,32,1.2,0.0,131285.0,0.0,0
UMKM-02604,nan,15,32671087,16,1.1,0.0,,0.0,0
UMKM-02605,RETAIL,93,33702379,30,2.7,0.0,402472.0,2.0,2
UMKM-02606,RETAIL,99,35028250,9,4.2,2.0,470688.0,0.0,0
UMKM-02607,fnb,34,"Rp 48,466,959",5,,0.0,334586.0,0.0,0
UMKM-02608,retail ,61,"Rp 21,660,640",38,1.1,5.0,73802.0,1.0,0
UMKM-02609,Fashion,19,13825630,24,,0.0,235187.0,0.0,1
UMKM-02610,fnb,103,7766699,37,1.9,0.0,62721.0,2.0,1
UMKM-02611,nan,96,19502049,36,2.7,,347901.0,0.0,0
UMKM-02612,fnb,103,"Rp 26,753,195",29,3.3,0.0,217670.0,1.0,0
UMKM-02613, F & B ,49,"Rp 9,193,421",33,1.9,0.0,471448.0,2.0,1
UMKM-02614,Jasa,78,"Rp 40,419,151",17,,0.0,219243.0,0.0,1
UMKM-02615,retail ,46,"Rp 11,302,122",23,3.3,0.0,469298.0,0.0,1
UMKM-02616,jasa,38,26828467,26,2.5,0.0,141402.0,0.0,0
UMKM-02617,jasa,103,"Rp 38,318,472",26,,0.0,51939.0,3.0,2
UMKM-02618,retail ,92,23888009,38,3.0,30.0,431526.0,2.0,1
UMKM-02619,nan,79,"Rp 7,553,855",20,2.3,5.0,344133.0,0.0,0
UMKM-02620, F & B ,50,"Rp 43,150,667",18,,2.0,270317.0,2.0,1
UMKM-02621, F & B ,49,"Rp 23,559,871",38,4.1,0.0,442548.0,2.0,0
UMKM-02622,F&B,106,"Rp 21,423,493",22,1.8,2.0,123251.0,,2
UMKM-02623,Jasa,81,"Rp 19,369,426",38,,0.0,255035.0,0.0,0
UMKM-02624,RETAIL,64,3918634,43,2.4,0.0,289351.0,3.0,1
UMKM-02625,Retail,109,7562344,14,2.6,0.0,,0.0,0
UMKM-02626,nan,111,"Rp 8,401,628",42,4.7,0.0,326598.0,3.0,0
UMKM-02627,Retail,71,"Rp 21,661,701",1,2.2,0.0,444593.0,0.0,1
UMKM-02628,Retail,107,10818968,34,4.5,0.0,85523.0,0.0,0
UMKM-02629,retail ,81,"Rp 1,829,119",19,3.0,0.0,342951.0,2.0,1
UMKM-02630,jasa,67,"Rp 33,658,904",27,4.5,0.0,68467.0,2.0,0
UMKM-02631,jasa,75,"Rp 11,286,479",14,3.8,0.0,87177.0,0.0,0
UMKM-02632,RETAIL,119,"Rp 45,433,999",15,3.8,0.0,193359.0,1.0,1
UMKM-02633,retail ,60,"Rp 2,054,853",32,,0.0,360811.0,0.0,0
UMKM-02634,Retail,13,"Rp 6,042,596",11,4.4,0.0,193910.0,0.0,0
UMKM-02635,Fashion,77,"Rp 7,424,788",38,2.0,0.0,475281.0,0.0,0
UMKM-02636,jasa,114,"Rp 4,386,243",38,4.6,0.0,367403.0,0.0,0
UMKM-02637,nan,1,"Rp 44,712,859",42,3.5,0.0,,1.0,0
UMKM-02638,nan,112,"Rp 43,229,925",19,,5.0,349016.0,0.0,0
UMKM-02639,F&B,57,37999515,28,4.9,0.0,299912.0,0.0,0
UMKM-02640,fnb,36,16444816,42,,0.0,60522.0,4.0,1
UMKM-02641,Fashion,36,"Rp 39,531,469",2,,0.0,164108.0,0.0,0
UMKM-02642,jasa,53,"Rp 49,669,254",4,2.1,0.0,210204.0,1.0,1
UMKM-02643, F & B ,14,"Rp 16,997,653",1,4.9,0.0,90425.0,3.0,2
UMKM-02644,jasa,67,2535410,22,,,317622.0,0.0,0
UMKM-02645,F&B,11,1349760,25,,15.0,143873.0,0.0,2
UMKM-02646,nan,21,"Rp 32,390,940",25,4.7,0.0,240427.0,1.0,0
UMKM-02647,Retail,41,8490526,6,1.6,2.0,101793.0,1.0,2
UMKM-02648, F & B ,-4,27905373,9,1.6,0.0,317169.0,1.0,2
UMKM-02649,retail ,57,"Rp 40,381,710",4,3.3,0.0,319908.0,1.0,0
UMKM-02650,Jasa,56,30579729,11,1.2,5.0,248720.0,4.0,1
UMKM-02651,Retail,94,"Rp 12,219,042",31,3.7,0.0,381180.0,0.0,0
UMKM-02652,Jasa,13,"Rp 1,296,177",41,2.0,0.0,407206.0,2.0,1
UMKM-02653,Fashion,11,35733850,30,1.5,2.0,343665.0,0.0,1
UMKM-02654,fnb,63,"Rp 1,994,199",21,2.6,2.0,221464.0,0.0,2
UMKM-02655, F & B ,33,"Rp 19,696,614",16,2.9,,340951.0,0.0,2
UMKM-02656,RETAIL,76,"Rp 7,716,487",19,1.7,5.0,243273.0,0.0,0
UMKM-02657, F & B ,111,"Rp 39,688,215",19,1.2,5.0,330157.0,2.0,1
UMKM-02658,jasa,112,"Rp 29,588,402",42,2.7,0.0,323455.0,0.0,0
UMKM-02659,nan,117,"Rp 18,962,838",7,4.0,0.0,211699.0,0.0,0
UMKM-02660,jasa,65,"Rp 38,747,339",33,4.5,5.0,130483.0,0.0,0
UMKM-02661,jasa,75,"Rp 7,630,064",22,1.4,,321185.0,0.0,0
UMKM-02662,Fashion,33,35099933,37,3.1,0.0,237585.0,2.0,0
UMKM-02663,Retail,30,31662747,27,2.1,,383940.0,2.0,0
UMKM-02664,RETAIL,34,30108395,12,2.5,0.0,335450.0,2.0,0
UMKM-02665,RETAIL,39,"Rp 22,976,255",28,4.7,0.0,224899.0,1.0,0
UMKM-02666,jasa,-2,44955276,7,2.4,0.0,401230.0,1.0,2
UMKM-02667,Jasa,96,"Rp 6,567,768",10,2.5,0.0,142151.0,0.0,0
UMKM-02668,Fashion,19,"Rp 7,964,587",44,1.8,5.0,192499.0,1.0,0
UMKM-02669,jasa,63,14404397,17,4.8,0.0,215150.0,0.0,0
UMKM-02670,fnb,24,"Rp 5,639,596",24,2.8,,390503.0,4.0,1
UMKM-02671,nan,70,"Rp 4,465,495",21,3.3,2.0,474429.0,4.0,0
UMKM-02672,Retail,62,27244114,44,2.8,0.0,179428.0,3.0,2
UMKM-02673,retail ,82,"Rp 16,999,346",34,2.0,5.0,112960.0,0.0,1
UMKM-02674,fnb,23,"Rp 30,677,320",28,4.2,0.0,375885.0,0.0,0
UMKM-02675,Jasa,67,"Rp 9,744,047",20,1.1,5.0,279789.0,3.0,1
UMKM-02676, F & B ,62,5206330,6,3.8,0.0,371144.0,2.0,0
UMKM-02677, F & B ,45,"Rp 43,232,028",11,3.4,0.0,339351.0,2.0,1
UMKM-02678,fnb,18,"Rp 45,392,751",35,1.6,2.0,316080.0,0.0,0
UMKM-02679,jasa,8,"Rp 16,937,214",23,,,264386.0,2.0,0
UMKM-02680,retail ,63,33720196,31,,2.0,363919.0,1.0,0
UMKM-02681,F&B,12,"Rp 20,331,509",26,2.2,2.0,330818.0,0.0,2
UMKM-02682,F&B,36,"Rp 42,489,577",31,2.1,5.0,230862.0,3.0,0
UMKM-02683,Jasa,51,"Rp 27,790,262",31,1.2,0.0,326518.0,0.0,0
UMKM-02684,jasa,77,"Rp 23,367,788",31,,15.0,146128.0,1.0,1
UMKM-02685,RETAIL,6,"Rp 11,897,788",25,4.5,0.0,165040.0,0.0,0
UMKM-02686,RETAIL,76,"Rp 31,641,113",10,4.3,0.0,177401.0,1.0,0
UMKM-02687,Retail,11,"Rp 6,831,398",17,,0.0,421788.0,0.0,0
UMKM-02688,retail ,24,"Rp 19,784,924",38,3.1,0.0,196389.0,0.0,0
UMKM-02689,retail ,82,27468851,4,2.0,0.0,341325.0,1.0,1
UMKM-02690, F & B ,69,"Rp 31,187,141",15,,0.0,454996.0,0.0,1
UMKM-02691,Fashion,93,"Rp 16,975,814",10,4.3,0.0,287819.0,2.0,0
UMKM-02692,Jasa,17,9828452,34,4.2,2.0,255468.0,0.0,0
UMKM-02693,F&B,75,"Rp 31,628,404",10,4.1,2.0,365138.0,3.0,0
UMKM-02694,Jasa,-5,18064465,41,2.9,2.0,304268.0,0.0,0
UMKM-02695,RETAIL,73,"Rp 42,760,726",22,,0.0,,1.0,0
UMKM-02696,RETAIL,26,"Rp 7,805,995",33,4.7,5.0,298686.0,0.0,0
UMKM-02697,fnb,118,22302821,16,2.3,0.0,204348.0,0.0,0
UMKM-02698,Retail,3,"Rp 33,931,514",9,1.9,2.0,122778.0,2.0,1
UMKM-02699,retail ,9,48181184,17,2.9,0.0,174889.0,0.0,2
UMKM-02700,nan,22,"Rp 2,397,955",43,1.7,2.0,405201.0,4.0,2
UMKM-02701,Jasa,18,"Rp 29,013,358",7,4.5,0.0,313196.0,0.0,0
UMKM-02702,RETAIL,54,"Rp 30,145,634",25,2.4,5.0,65400.0,3.0,2
UMKM-02703,Fashion,119,49427738,2,3.3,30.0,111980.0,1.0,2
UMKM-02704, F & B ,29,37574011,23,3.4,5.0,135483.0,1.0,1
UMKM-02705,F&B,80,"Rp 10,095,769",2,3.1,0.0,75699.0,0.0,0
UMKM-02706,Retail,21,"Rp 5,650,291",37,1.6,0.0,346255.0,0.0,2
UMKM-02707,Fashion,77,43024187,1,5.0,,276002.0,0.0,1
UMKM-02708,Retail,103,25427527,34,1.7,0.0,373209.0,1.0,0
UMKM-02709,fnb,70,36146495,16,,,172378.0,1.0,0
UMKM-02710,nan,14,"Rp 42,821,034",8,4.2,0.0,131798.0,2.0,0
UMKM-02711,RETAIL,59,"Rp 46,976,783",35,1.6,,,3.0,1
UMKM-02712, F & B ,79,40676034,21,4.7,,420876.0,0.0,0
UMKM-02713,Fashion,43,"Rp 15,061,279",30,3.0,2.0,228269.0,0.0,0
UMKM-02714,Retail,103,41066756,33,3.5,0.0,283301.0,0.0,0
UMKM-02715,retail ,-5,"Rp 19,995,155",23,3.6,0.0,364548.0,2.0,1
UMKM-02716,fnb,4,"Rp 16,644,301",8,3.0,,110736.0,0.0,0
UMKM-02717,retail ,41,"Rp 24,183,099",42,1.6,30.0,175210.0,1.0,2
UMKM-02718, F & B ,117,"Rp 40,993,951",1,4.0,0.0,336086.0,0.0,0
UMKM-02719,Fashion,53,"Rp 7,969,369",20,3.3,0.0,200073.0,0.0,0
UMKM-02720,fnb,90,"Rp 23,938,234",33,1.5,15.0,78696.0,1.0,2
UMKM-02721,Fashion,56,"Rp 9,877,241",26,3.8,2.0,72319.0,0.0,1
UMKM-02722,RETAIL,97,"Rp 12,659,943",36,3.8,15.0,349267.0,0.0,1
UMKM-02723,jasa,118,33228402,6,,15.0,494381.0,1.0,1
UMKM-02724,fnb,80,"Rp 45,975,994",21,1.4,,461527.0,0.0,0
UMKM-02725,retail ,12,"Rp 7,371,332",3,2.4,0.0,470336.0,0.0,2
UMKM-02726, F & B ,106,7783564,13,1.2,0.0,284708.0,1.0,0
UMKM-02727,nan,40,23866176,33,2.9,0.0,72642.0,1.0,1
UMKM-02728,RETAIL,26,"Rp 42,355,189",22,4.6,,382227.0,0.0,0
UMKM-02729,jasa,21,42138186,43,1.0,0.0,472587.0,1.0,0
UMKM-02730,nan,86,"Rp 7,629,383",41,2.1,0.0,155219.0,1.0,0
UMKM-02731,F&B,12,"Rp 3,665,880",24,4.2,0.0,135639.0,0.0,0
UMKM-02732,RETAIL,117,"Rp 14,138,855",0,1.0,0.0,295225.0,2.0,1
UMKM-02733, F & B ,33,"Rp 36,968,983",14,1.0,15.0,258473.0,1.0,2
UMKM-02734,Retail,43,"Rp 19,623,468",31,3.4,5.0,387423.0,0.0,1
UMKM-02735,fnb,87,"Rp 25,437,987",13,4.2,2.0,215522.0,1.0,0
UMKM-02736,Fashion,76,28957887,40,4.1,0.0,263376.0,1.0,0
UMKM-02737, F & B ,38,"Rp 39,467,326",20,4.1,,267700.0,3.0,0
UMKM-02738,fnb,66,1366042,6,2.4,0.0,162033.0,2.0,0
UMKM-02739,nan,48,33968430,35,4.5,2.0,282412.0,0.0,0
UMKM-02740,Fashion,89,"Rp 41,005,838",20,1.1,0.0,335551.0,0.0,0
UMKM-02741,Jasa,28,20041597,39,2.2,0.0,251260.0,3.0,1
UMKM-02742,retail ,65,"Rp 16,943,412",11,,0.0,316589.0,2.0,0
UMKM-02743,F&B,30,27503724,14,1.7,2.0,263381.0,0.0,0
UMKM-02744,RETAIL,12,43808088,14,2.3,2.0,163443.0,0.0,0
UMKM-02745, F & B ,118,44219177,16,3.3,0.0,474312.0,2.0,1
UMKM-02746,F&B,32,34433276,33,3.1,0.0,429750.0,2.0,2
UMKM-02747,Retail,53,"Rp 42,081,899",43,2.3,30.0,166801.0,0.0,2
UMKM-02748,fnb,3,"Rp 7,910,957",34,4.0,0.0,444358.0,1.0,0
UMKM-02749,fnb,117,"Rp 49,655,072",38,3.9,0.0,362041.0,0.0,0
UMKM-02750, F & B ,67,"Rp 12,047,853",37,,0.0,246557.0,0.0,0
UMKM-02751,jasa,104,3503821,13,2.3,15.0,400215.0,0.0,1
UMKM-02752,jasa,66,"Rp 35,793,101",4,2.2,0.0,,1.0,1
UMKM-02753,Jasa,45,33580032,29,1.5,,111466.0,2.0,1
UMKM-02754,retail ,29,"Rp 19,969,167",3,,0.0,185195.0,0.0,0
UMKM-02755,Fashion,76,"Rp 8,051,398",14,1.2,0.0,290784.0,0.0,1
UMKM-02756,Retail,-1,"Rp 26,116,366",38,1.6,0.0,68898.0,3.0,1
UMKM-02757,F&B,8,"Rp 25,206,167",34,1.4,2.0,428601.0,0.0,1
UMKM-02758,jasa,86,"Rp 49,184,496",44,4.3,0.0,484283.0,2.0,0
UMKM-02759,Jasa,24,"Rp 32,442,302",9,1.2,2.0,358090.0,2.0,1
UMKM-02760,Jasa,-2,"Rp 18,382,966",1,3.7,0.0,429318.0,0.0,2
UMKM-02761, F & B ,33,33146888,43,1.2,0.0,300058.0,0.0,0
UMKM-02762,Retail,78,"Rp 25,148,407",23,,30.0,386648.0,3.0,1
UMKM-02763,nan,58,"Rp 5,236,343",27,4.7,5.0,189064.0,1.0,1
UMKM-02764,Fashion,19,"Rp 20,631,630",21,2.9,0.0,171132.0,0.0,0
UMKM-02765,retail ,22,10484984,43,4.2,2.0,367317.0,3.0,0
UMKM-02766,RETAIL,70,"Rp 45,343,097",31,3.8,2.0,60125.0,0.0,0
