merchant_id,business_age_months,qris_volume_monthly,qris_active_days,ecommerce_rating,pln_delay_days,pdam_bill_avg,pdam_late_payments,risk_level,pln_delay_days_isna,ecommerce_rating_isna,pdam_bill_avg_isna,pdam_late_payments_isna,business_category_fnb,business_category_jasa,business_category_nan,business_category_retail,qris_active_ratio,pln_delay_ratio,volume_to_age_ratio,chronic_pln_delay,has_both_utilities
UMKM-02300,88,5448388,26,4.0,2.0,105272.0,0.0,0,0,0,0,0,0,1,0,0,0.8666666666666667,0.02247191011235955,61217.84269662921,0,1
UMKM-02301,55,25147779,24,4.8,2.0,251440.0,0.0,0,0,0,0,0,0,0,0,0,0.8,0.03571428571428571,449067.48214285716,0,1
UMKM-02302,62,28277564,27,3.7,30.0,320814.0,1.0,0,0,0,0,0,0,0,0,0,0.9,0.47619047619047616,448850.22222222225,1,1
UMKM-02303,98,46924616,21,2.6,5.0,339953.0,1.0,0,0,0,0,0,1,0,0,0,0.7,0.050505050505050504,473986.0202020202,0,1
UMKM-02305,25,34203861,24,1.9,0.0,145447.0,0.0,0,0,0,0,0,1,0,0,0,0.8,0.0,1315533.1153846155,0,1
UMKM-02306,47,29473481,16,5.0,0.0,261774.0,0.0,0,1,0,0,0,1,0,0,0,0.5333333333333333,0.0,614030.8541666666,0,0
UMKM-02308,19,47797801,11,4.7,0.0,149675.0,2.0,0,1,0,0,0,0,0,0,1,0.36666666666666664,0.0,2389890.05,0,0
UMKM-02309,38,40700092,15,2.7,15.0,448675.0,0.0,2,0,0,0,0,0,0,0,0,0.5,0.38461538461538464,1043592.1025641026,1,1
UMKM-02311,84,19172210,15,2.3,0.0,112289.0,2.0,0,0,0,0,0,0,0,0,0,0.5,0.0,225555.41176470587,0,1
UMKM-02312,95,22291273,16,3.0,0.0,339321.0,3.0,0,0,1,0,0,0,0,1,0,0.5333333333333333,0.0,232200.76041666666,0,1
UMKM-02313,106,19323773,30,4.8,2.0,315567.0,3.0,0,0,0,0,0,0,1,0,0,1.0,0.018691588785046728,180596.0093457944,0,1
UMKM-02314,91,24862148,14,3.0,0.0,289264.0,0.0,0,0,1,0,0,1,0,0,0,0.4666666666666667,0.0,270240.73913043475,0,1
UMKM-02315,86,29251513,12,3.7,5.0,373145.0,1.0,0,0,0,0,0,0,0,1,0,0.4,0.05747126436781609,336224.2873563218,0,1
UMKM-02317,6,30415614,26,2.9,0.0,211304.0,3.0,0,0,0,0,0,0,0,0,1,0.8666666666666667,0.0,4345087.714285715,0,1
UMKM-02318,63,37755322,20,3.0,5.0,94940.0,2.0,0,0,1,0,0,0,1,0,0,0.6666666666666666,0.078125,589926.90625,0,1
UMKM-02319,48,1029882,1,2.0,0.0,186433.0,0.0,1,0,0,0,0,1,0,0,0,0.03333333333333333,0.0,21018.0,0,1
UMKM-02320,110,37229950,7,4.2,0.0,313545.0,0.0,0,0,0,0,0,0,0,0,1,0.23333333333333334,0.0,335404.95495495497,0,1
UMKM-02322,22,10675864,6,1.9,30.0,116948.0,0.0,2,0,0,0,0,1,0,0,0,0.2,1.3043478260869565,464168.0,1,1
UMKM-02323,50,32041722,9,2.1,0.0,72814.0,4.0,1,0,0,0,0,0,0,1,0,0.3,0.0,628269.0588235294,0,1
UMKM-02324,93,13757810,3,2.7,0.0,53230.0,0.0,1,0,0,0,0,1,0,0,0,0.1,0.0,146359.68085106384,0,1
UMKM-02330,97,24711279,2,3.8,0.0,362560.0,1.0,0,0,0,0,0,0,1,0,0,0.06666666666666667,0.0,252155.9081632653,0,1
UMKM-02331,100,15709426,17,2.7,2.0,412707.0,0.0,0,0,0,0,0,0,0,1,0,0.5666666666666667,0.019801980198019802,155538.8712871287,0,1
UMKM-02333,106,39152009,23,2.7,0.0,121812.0,0.0,0,1,0,0,0,1,0,0,0,0.7666666666666667,0.0,365906.6261682243,0,0
UMKM-02334,52,46331489,31,4.5,0.0,246363.0,1.0,0,0,0,0,0,0,0,0,1,1.0333333333333334,0.0,874179.037735849,0,1
UMKM-02336,69,6132869,1,2.5,5.0,105572.0,2.0,0,0,0,0,0,0,0,0,1,0.03333333333333333,0.07142857142857142,87612.41428571429,0,1
UMKM-02337,36,26855341,1,4.8,5.0,137304.0,0.0,0,0,0,0,0,0,0,0,1,0.03333333333333333,0.13513513513513514,725820.027027027,0,1
UMKM-02338,32,9762127,9,1.1,15.0,138668.0,0.0,2,0,0,0,0,1,0,0,0,0.3,0.45454545454545453,295822.0303030303,1,1
UMKM-02339,62,42036858,22,3.0,0.0,164266.0,1.0,0,0,1,0,0,1,0,0,0,0.7333333333333333,0.0,667251.7142857143,0,1
UMKM-02340,47,42488564,14,2.5,2.0,125111.0,0.0,0,0,0,0,0,0,1,0,0,0.4666666666666667,0.041666666666666664,885178.4166666666,0,1
UMKM-02341,27,49705554,11,1.8,0.0,385511.0,0.0,0,0,0,0,0,0,0,0,1,0.36666666666666664,0.0,1775198.357142857,0,1
UMKM-02343,50,31203352,16,1.3,0.0,0.0,0.0,0,1,0,1,0,0,0,1,0,0.5333333333333333,0.0,611830.431372549,0,0
UMKM-02344,99,14859696,17,1.7,0.0,118348.0,1.0,0,1,0,0,0,0,1,0,0,0.5666666666666667,0.0,148596.96,0,0
UMKM-02345,66,2037904,13,1.1,0.0,478459.0,0.0,2,0,0,0,0,0,1,0,0,0.43333333333333335,0.0,30416.4776119403,0,1
UMKM-02346,95,6634222,16,2.3,0.0,335501.0,2.0,1,0,0,0,0,1,0,0,0,0.5333333333333333,0.0,69106.47916666667,0,1
UMKM-02347,45,17381542,14,1.2,0.0,425378.0,0.0,0,0,0,0,1,0,0,0,0,0.4666666666666667,0.0,377859.60869565216,0,1
UMKM-02348,68,17654389,11,3.8,0.0,397465.0,0.0,1,0,0,0,0,1,0,0,0,0.36666666666666664,0.0,255860.71014492755,0,1
UMKM-02349,37,24165622,15,3.0,0.0,87783.0,1.0,1,0,1,0,0,0,0,0,1,0.5,0.0,635937.4210526316,0,1
UMKM-02350,115,38923678,31,4.5,0.0,175985.0,0.0,0,0,0,0,0,0,0,0,1,1.0333333333333334,0.0,335548.9482758621,0,1
UMKM-02351,9,10972060,22,3.2,0.0,101703.0,3.0,1,1,0,0,0,0,1,0,0,0.7333333333333333,0.0,1097206.0,0,0
UMKM-02355,87,44986459,15,2.2,2.0,400701.0,0.0,0,0,0,0,0,0,0,0,1,0.5,0.022727272727272728,511209.76136363635,0,1
UMKM-02358,45,9661351,6,3.5,0.0,203320.0,2.0,0,0,0,0,0,0,0,0,1,0.2,0.0,210029.36956521738,0,1
UMKM-02360,6,7767414,3,3.7,0.0,212526.0,1.0,1,1,0,0,0,1,0,0,0,0.1,0.0,1109630.5714285714,0,0
UMKM-02363,89,30644421,17,3.0,0.0,52380.0,1.0,0,0,0,0,0,1,0,0,0,0.5666666666666667,0.0,340493.56666666665,0,1
UMKM-02364,12,8013383,3,1.4,0.0,173256.0,3.0,1,0,0,0,0,1,0,0,0,0.1,0.0,616414.0769230769,0,1
UMKM-02365,74,46230048,10,1.1,30.0,218175.0,1.0,2,0,0,0,0,0,1,0,0,0.3333333333333333,0.4,616400.64,1,1
UMKM-02367,30,39977876,19,3.1,0.0,144389.0,1.0,0,0,0,0,0,0,0,0,1,0.6333333333333333,0.0,1289608.9032258065,0,1
UMKM-02368,19,41915415,10,2.3,0.0,280656.0,1.0,0,0,0,0,0,0,0,0,1,0.3333333333333333,0.0,2095770.75,0,1
UMKM-02369,81,5374296,14,2.7,0.0,50743.0,0.0,0,1,0,0,0,1,0,0,0,0.4666666666666667,0.0,65540.19512195123,0,0
UMKM-02370,70,39319790,16,4.8,0.0,90124.0,3.0,0,0,0,0,0,0,1,0,0,0.5333333333333333,0.0,553799.8591549295,0,1
UMKM-02372,30,8782634,11,1.4,0.0,168174.0,1.0,0,0,0,0,0,0,0,0,1,0.36666666666666664,0.0,283310.77419354836,0,1
UMKM-02374,61,22767260,27,3.6,0.0,302731.0,0.0,0,1,0,0,0,0,1,0,0,0.9,0.0,367213.87096774194,0,0
UMKM-02376,55,29394763,7,2.3,0.0,358216.0,0.0,0,0,0,0,0,0,0,0,0,0.23333333333333334,0.0,524906.4821428572,0,1
UMKM-02377,47,38121440,26,2.6,0.0,291864.0,2.0,0,0,0,0,0,0,0,0,1,0.8666666666666667,0.0,794196.6666666666,0,1
UMKM-02378,12,35001527,21,2.9,5.0,434358.0,0.0,0,0,0,0,0,0,1,0,0,0.7,0.38461538461538464,2692425.153846154,0,1
UMKM-02379,37,29438086,23,2.2,0.0,91302.0,0.0,0,0,0,0,0,0,0,1,0,0.7666666666666667,0.0,774686.4736842106,0,1
UMKM-02380,29,7824464,1,3.7,0.0,389155.0,3.0,2,0,0,0,0,0,0,1,0,0.03333333333333333,0.0,260815.46666666667,0,1
UMKM-02381,57,29747708,30,4.8,0.0,279673.0,1.0,0,0,0,0,0,0,1,0,0,1.0,0.0,512891.5172413793,0,1
UMKM-02382,115,20478649,21,4.7,0.0,418596.0,0.0,0,0,0,0,0,1,0,0,0,0.7,0.0,176540.0775862069,0,1
UMKM-02383,113,10374587,0,3.7,0.0,344042.0,2.0,1,0,0,0,0,0,0,0,1,0.0,0.0,91005.14912280702,0,1
UMKM-02384,92,24377929,13,3.0,30.0,153620.0,0.0,0,0,1,0,0,1,0,0,0,0.43333333333333335,0.3225806451612903,262128.2688172043,1,1
UMKM-02385,99,18612574,24,4.3,30.0,330033.0,1.0,0,0,0,0,0,1,0,0,0,0.8,0.3,186125.74,1,1
UMKM-02389,35,30564708,2,1.1,5.0,124106.0,0.0,2,0,0,0,0,0,0,1,0,0.06666666666666667,0.1388888888888889,849019.6666666666,0,1
UMKM-02390,39,47712017,4,4.9,2.0,372283.0,0.0,0,0,0,0,0,1,0,0,0,0.13333333333333333,0.05,1192800.425,0,1
UMKM-02391,44,18856445,0,4.8,2.0,321041.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.044444444444444446,419032.1111111111,0,1
UMKM-02392,73,13012272,18,3.3,2.0,330942.0,0.0,0,0,0,0,1,0,0,1,0,0.6,0.02702702702702703,175841.51351351352,0,1
UMKM-02395,74,34221319,29,3.0,0.0,0.0,1.0,1,0,1,1,0,1,0,0,0,0.9666666666666667,0.0,456284.25333333336,0,0
UMKM-02396,70,24317207,11,2.6,0.0,0.0,1.0,0,0,0,1,0,0,0,0,0,0.36666666666666664,0.0,342495.8732394366,0,0
UMKM-02397,110,19365132,9,3.4,2.0,258264.0,0.0,0,0,0,0,0,0,0,0,0,0.3,0.018018018018018018,174460.64864864864,0,1
UMKM-02399,92,7442399,15,5.0,2.0,152748.0,1.0,0,0,0,0,0,0,0,0,1,0.5,0.021505376344086023,80025.79569892473,0,1
UMKM-02402,33,17274309,14,4.3,0.0,485407.0,1.0,0,0,0,0,0,0,0,1,0,0.4666666666666667,0.0,508067.9117647059,0,1
UMKM-02403,90,13206970,10,3.0,2.0,395510.0,0.0,1,0,1,0,0,0,0,1,0,0.3333333333333333,0.02197802197802198,145131.53846153847,0,1
UMKM-02407,117,10672204,29,3.6,15.0,55642.0,0.0,1,0,0,0,0,1,0,0,0,0.9666666666666667,0.1271186440677966,90442.40677966102,1,1
UMKM-02409,82,24250265,8,2.6,30.0,320062.0,0.0,2,0,0,0,0,0,0,0,0,0.26666666666666666,0.3614457831325301,292171.8674698795,1,1
UMKM-02410,29,22849453,17,3.0,30.0,430679.0,0.0,2,0,1,0,1,0,0,0,1,0.5666666666666667,1.0,761648.4333333333,1,1
UMKM-02411,40,9734143,18,2.1,2.0,426582.0,0.0,1,0,0,0,0,1,0,0,0,0.6,0.04878048780487805,237418.1219512195,0,1
UMKM-02413,112,37672545,3,3.0,2.0,333205.0,0.0,0,0,1,0,0,0,0,0,1,0.1,0.017699115044247787,333385.3539823009,0,1
UMKM-02414,33,7060297,5,2.6,2.0,166408.0,0.0,0,0,0,0,0,0,1,0,0,0.16666666666666666,0.058823529411764705,207655.79411764705,0,1
UMKM-02416,43,47210871,31,4.9,0.0,279499.0,0.0,0,0,0,0,0,0,0,0,1,1.0333333333333334,0.0,1072974.3409090908,0,1
UMKM-02417,56,21069455,15,3.0,0.0,233714.0,2.0,0,0,1,0,0,0,0,1,0,0.5,0.0,369639.56140350876,0,1
UMKM-02418,32,1915108,10,2.8,0.0,473645.0,0.0,0,0,0,0,0,0,0,0,1,0.3333333333333333,0.0,58033.57575757576,0,1
UMKM-02419,17,33207260,21,4.1,2.0,274778.0,1.0,0,0,0,0,0,0,0,0,1,0.7,0.1111111111111111,1844847.7777777778,0,1
UMKM-02422,43,33741167,25,4.5,0.0,432292.0,0.0,0,0,0,0,0,0,1,0,0,0.8333333333333334,0.0,766844.7045454546,0,1
UMKM-02423,53,29132051,30,1.1,15.0,425757.0,1.0,2,0,0,0,0,0,0,0,1,1.0,0.2777777777777778,539482.425925926,1,1
UMKM-02424,67,2418351,28,4.9,0.0,222336.0,2.0,0,0,0,0,0,1,0,0,0,0.9333333333333333,0.0,35563.98529411765,0,1
UMKM-02425,62,5917970,4,3.7,0.0,368242.0,1.0,1,0,0,0,0,0,0,1,0,0.13333333333333333,0.0,93936.03174603175,0,1
UMKM-02427,81,43537710,24,1.6,0.0,405415.0,4.0,1,0,0,0,0,0,0,0,1,0.8,0.0,530947.6829268293,0,1
UMKM-02429,43,30439292,11,3.0,0.0,0.0,4.0,0,1,1,1,0,0,0,0,1,0.36666666666666664,0.0,691802.0909090909,0,0
UMKM-02430,82,32910396,21,3.8,0.0,89276.0,0.0,0,0,0,0,0,0,1,0,0,0.7,0.0,396510.7951807229,0,1
UMKM-02431,98,22825461,8,2.7,2.0,81711.0,0.0,0,0,0,0,0,0,1,0,0,0.26666666666666666,0.020202020202020204,230560.21212121213,0,1
UMKM-02432,113,30483553,19,1.3,0.0,225749.0,0.0,0,0,0,0,0,0,0,0,1,0.6333333333333333,0.0,267399.58771929826,0,1
UMKM-02433,89,17616198,28,2.3,0.0,298073.0,0.0,0,0,0,0,0,0,0,1,0,0.9333333333333333,0.0,195735.53333333333,0,1
UMKM-02435,25,27394560,28,1.0,0.0,89764.0,0.0,0,0,0,0,0,0,0,0,1,0.9333333333333333,0.0,1053636.923076923,0,1
UMKM-02437,34,16145496,26,2.3,5.0,297958.0,2.0,1,0,0,0,0,0,0,0,1,0.8666666666666667,0.14285714285714285,461299.8857142857,0,1
UMKM-02438,42,1722153,16,3.9,0.0,157181.0,0.0,0,0,0,0,0,1,0,0,0,0.5333333333333333,0.0,40050.06976744186,0,1
UMKM-02439,45,29778554,4,3.5,2.0,414683.0,0.0,1,0,0,0,0,0,1,0,0,0.13333333333333333,0.043478260869565216,647359.8695652174,0,1
UMKM-02441,92,49132181,12,3.4,5.0,397276.0,0.0,0,0,0,0,0,0,0,0,1,0.4,0.053763440860215055,528303.0215053763,0,1
UMKM-02443,82,41870277,14,3.1,15.0,151510.0,1.0,2,0,0,0,0,0,1,0,0,0.4666666666666667,0.18072289156626506,504461.1686746988,1,1
UMKM-02444,43,20346611,14,3.0,0.0,276276.0,1.0,0,0,1,0,0,0,0,0,1,0.4666666666666667,0.0,462422.9772727273,0,1
UMKM-02445,118,4332951,17,2.5,0.0,487131.0,1.0,1,0,0,0,0,0,0,1,0,0.5666666666666667,0.0,36411.35294117647,0,1
UMKM-02446,84,48821382,1,1.5,2.0,196236.0,1.0,0,0,0,0,0,0,1,0,0,0.03333333333333333,0.023529411764705882,574369.2,0,1
UMKM-02447,74,1311416,22,2.5,0.0,240360.0,0.0,1,1,0,0,0,0,0,0,1,0.7333333333333333,0.0,17485.546666666665,0,0
UMKM-02449,105,14603581,12,3.4,0.0,316983.0,0.0,0,0,0,0,0,0,1,0,0,0.4,0.0,137769.6320754717,0,1
UMKM-02451,9,5924191,3,2.5,0.0,254263.0,0.0,1,1,0,0,0,1,0,0,0,0.1,0.0,592419.1,0,0
UMKM-02452,21,14970740,24,3.0,0.0,425218.0,2.0,0,0,1,0,0,1,0,0,0,0.8,0.0,680488.1818181818,0,1
UMKM-02453,62,13809213,10,4.2,15.0,358804.0,0.0,1,0,0,0,0,1,0,0,0,0.3333333333333333,0.23809523809523808,219193.85714285713,1,1
UMKM-02455,58,18684867,11,3.0,0.0,165911.0,0.0,0,0,1,0,0,1,0,0,0,0.36666666666666664,0.0,316692.66101694916,0,1
UMKM-02456,88,10782357,12,1.3,0.0,345404.0,1.0,0,0,0,0,0,1,0,0,0,0.4,0.0,121150.0786516854,0,1
UMKM-02457,102,23824162,8,4.6,2.0,408344.0,2.0,0,0,0,0,0,0,0,0,1,0.26666666666666666,0.019417475728155338,231302.5436893204,0,1
UMKM-02460,61,18767607,5,3.4,0.0,133059.0,4.0,2,0,0,0,0,0,0,0,1,0.16666666666666666,0.0,302703.3387096774,0,1
UMKM-02463,80,1587069,9,4.1,2.0,198711.0,0.0,1,0,0,0,0,1,0,0,0,0.3,0.024691358024691357,19593.444444444445,0,1
UMKM-02464,108,21724277,22,3.8,2.0,478479.0,0.0,0,0,0,0,0,0,0,0,1,0.7333333333333333,0.01834862385321101,199305.29357798165,0,1
UMKM-02465,115,3315138,14,1.6,0.0,430117.0,0.0,0,0,0,0,1,0,1,0,0,0.4666666666666667,0.0,28578.775862068964,0,1
UMKM-02467,113,30875646,22,2.9,0.0,354105.0,0.0,0,1,0,0,0,0,1,0,0,0.7333333333333333,0.0,270839.0,0,0
UMKM-02471,49,27332571,15,3.9,2.0,61736.0,2.0,2,0,0,0,0,1,0,0,0,0.5,0.04,546651.42,0,1
UMKM-02474,62,5782969,31,1.1,0.0,371539.0,2.0,1,0,0,0,0,1,0,0,0,1.0333333333333334,0.0,91793.15873015873,0,1
UMKM-02477,25,42351983,4,3.0,0.0,391901.0,1.0,0,0,1,0,0,0,0,0,1,0.13333333333333333,0.0,1628922.423076923,0,1
UMKM-02478,52,8794087,16,2.4,30.0,119385.0,2.0,1,0,0,0,0,0,0,0,1,0.5333333333333333,0.5660377358490566,165926.16981132075,1,1
UMKM-02479,81,38742864,21,4.3,2.0,115285.0,0.0,0,0,0,0,0,0,0,0,1,0.7,0.024390243902439025,472473.9512195122,0,1
UMKM-02482,78,31283124,17,3.7,0.0,489983.0,1.0,0,0,0,0,0,0,0,1,0,0.5666666666666667,0.0,395988.91139240505,0,1
UMKM-02483,73,33102967,27,4.9,15.0,185688.0,0.0,1,0,0,0,0,0,0,0,1,0.9,0.20270270270270271,447337.3918918919,1,1
UMKM-02484,17,32227450,12,3.0,0.0,140100.0,2.0,0,0,1,0,0,0,0,0,0,0.4,0.0,1790413.888888889,0,1
UMKM-02486,10,47731915,0,2.4,2.0,272105.0,0.0,2,0,0,0,0,0,0,1,0,0.0,0.18181818181818182,4339265.0,0,1
UMKM-02487,31,28322543,18,3.6,2.0,117713.0,0.0,1,0,0,0,0,1,0,0,0,0.6,0.0625,885079.46875,0,1
UMKM-02489,73,19803307,3,3.0,0.0,0.0,0.0,2,0,1,1,0,1,0,0,0,0.1,0.0,267612.25675675675,0,0
UMKM-02491,108,13489289,2,3.0,0.0,196181.0,4.0,1,0,1,0,0,0,0,0,1,0.06666666666666667,0.0,123754.94495412844,0,1
UMKM-02493,71,48466955,9,1.0,2.0,499462.0,3.0,1,0,0,0,0,1,0,0,0,0.3,0.027777777777777776,673152.1527777778,0,1
UMKM-02494,13,25562579,27,4.9,0.0,375531.0,1.0,0,1,0,0,0,0,0,0,1,0.9,0.0,1825898.5,0,0
UMKM-02497,12,14595880,18,1.6,0.0,380093.0,4.0,1,0,0,0,0,1,0,0,0,0.6,0.0,1122760.0,0,1
UMKM-02501,94,45578506,2,1.2,0.0,196820.0,3.0,2,0,0,0,0,0,0,0,1,0.06666666666666667,0.0,479773.74736842106,0,1
UMKM-02502,78,31691270,22,4.7,2.0,99308.0,1.0,0,0,0,0,0,0,0,0,1,0.7333333333333333,0.02531645569620253,401155.3164556962,0,1
UMKM-02503,46,38626908,16,1.5,0.0,92083.0,0.0,0,0,0,0,0,1,0,0,0,0.5333333333333333,0.0,821849.1063829787,0,1
UMKM-02504,13,47432969,6,3.5,30.0,464603.0,1.0,1,0,0,0,0,0,0,0,1,0.2,2.142857142857143,3388069.214285714,1,1
UMKM-02505,103,46964380,25,3.5,15.0,427749.0,2.0,2,0,0,0,0,0,0,1,0,0.8333333333333334,0.14423076923076922,451580.57692307694,1,1
UMKM-02507,1,37952931,17,3.3,0.0,313846.0,2.0,1,0,0,0,0,0,0,0,1,0.5666666666666667,0.0,18976465.5,0,1
UMKM-02508,115,34612463,5,2.7,0.0,477649.0,2.0,1,0,0,0,0,0,0,0,1,0.16666666666666666,0.0,298383.3017241379,0,1
UMKM-02509,38,32334729,30,4.9,2.0,71773.0,0.0,0,0,0,0,0,0,0,1,0,1.0,0.05128205128205128,829095.6153846154,0,1
UMKM-02510,111,42813714,28,1.9,0.0,455641.0,0.0,0,1,0,0,0,0,0,0,1,0.9333333333333333,0.0,382265.3035714286,0,0
UMKM-02511,62,11306743,8,2.1,0.0,302923.0,3.0,1,0,0,0,0,0,1,0,0,0.26666666666666666,0.0,179472.11111111112,0,1
UMKM-02513,28,3081552,16,4.9,0.0,332242.0,1.0,0,0,0,0,0,1,0,0,0,0.5333333333333333,0.0,106260.41379310345,0,1
UMKM-02514,60,33049800,11,3.8,2.0,122519.0,0.0,0,0,0,0,0,1,0,0,0,0.36666666666666664,0.03278688524590164,541800.0,0,1
UMKM-02516,49,32873953,23,3.8,0.0,440843.0,0.0,0,0,0,0,0,0,1,0,0,0.7666666666666667,0.0,657479.06,0,1
UMKM-02517,4,32921068,9,2.6,0.0,306788.0,1.0,1,0,0,0,0,0,0,0,0,0.3,0.0,6584213.6,0,1
UMKM-02518,90,31120919,29,4.9,2.0,314541.0,1.0,0,0,0,0,0,0,0,0,1,0.9666666666666667,0.02197802197802198,341988.1208791209,0,1
UMKM-02519,36,32225096,28,2.1,0.0,76770.0,4.0,1,0,0,0,0,0,0,0,1,0.9333333333333333,0.0,870948.5405405406,0,1
UMKM-02521,71,18955858,9,3.5,15.0,231779.0,0.0,1,0,0,0,0,0,0,0,1,0.3,0.20833333333333334,263275.80555555556,1,1
UMKM-02523,63,42534065,27,4.5,2.0,143737.0,2.0,0,0,0,0,0,0,0,0,1,0.9,0.03125,664594.765625,0,1
UMKM-02524,116,16233162,17,1.6,30.0,257709.0,0.0,2,0,0,0,0,0,1,0,0,0.5666666666666667,0.2564102564102564,138744.97435897434,1,1
UMKM-02526,4,17210635,16,4.1,0.0,251110.0,1.0,0,0,0,0,0,0,0,0,1,0.5333333333333333,0.0,3442127.0,0,1
UMKM-02527,96,11019577,10,3.5,0.0,378023.0,0.0,0,0,0,0,0,0,0,0,1,0.3333333333333333,0.0,113603.88659793814,0,1
UMKM-02528,85,2734441,0,1.4,15.0,390619.0,0.0,2,0,0,0,0,0,1,0,0,0.0,0.1744186046511628,31795.825581395347,1,1
UMKM-02529,54,30650827,16,4.9,0.0,0.0,0.0,0,0,0,1,0,0,0,1,0,0.5333333333333333,0.0,557287.7636363637,0,0
UMKM-02532,2,3960841,8,3.0,0.0,98787.0,1.0,1,1,1,0,0,1,0,0,0,0.26666666666666666,0.0,1320280.3333333333,0,0
UMKM-02534,86,15115491,27,3.4,5.0,140150.0,3.0,0,0,0,0,0,0,1,0,0,0.9,0.05747126436781609,173741.27586206896,0,1
UMKM-02536,97,8992388,2,4.3,0.0,156350.0,1.0,0,1,0,0,0,0,0,0,1,0.06666666666666667,0.0,91759.0612244898,0,0
UMKM-02537,72,23544420,7,1.7,0.0,177943.0,1.0,1,0,0,0,0,0,0,1,0,0.23333333333333334,0.0,322526.30136986304,0,1
UMKM-02538,79,25473340,5,1.1,0.0,375070.0,0.0,2,0,0,0,0,0,0,0,0,0.16666666666666666,0.0,318416.75,0,1
UMKM-02539,24,36473147,5,4.6,0.0,317130.0,0.0,0,0,0,0,1,0,0,0,1,0.16666666666666666,0.0,1458925.88,0,1
UMKM-02540,79,9880121,28,3.3,0.0,128485.0,1.0,0,1,0,0,0,0,0,0,0,0.9333333333333333,0.0,123501.5125,0,0
UMKM-02542,3,13918652,11,3.0,2.0,255828.0,4.0,0,0,1,0,0,0,1,0,0,0.36666666666666664,0.5,3479663.0,0,1
UMKM-02543,11,17312999,8,1.6,2.0,181307.0,1.0,1,0,0,0,0,0,0,0,1,0.26666666666666666,0.16666666666666666,1442749.9166666667,0,1
UMKM-02545,52,20952817,18,1.5,2.0,272152.0,1.0,0,0,0,0,0,0,0,1,0,0.6,0.03773584905660377,395336.1698113208,0,1
UMKM-02546,51,2740584,16,4.1,2.0,195908.0,1.0,0,0,0,0,0,0,0,0,0,0.5333333333333333,0.038461538461538464,52703.53846153846,0,1
UMKM-02548,89,31173030,31,3.4,5.0,264222.0,0.0,0,0,0,0,0,0,0,0,1,1.0333333333333334,0.05555555555555555,346367.0,0,1
UMKM-02550,55,39805640,13,4.0,0.0,273038.0,3.0,1,0,0,0,0,1,0,0,0,0.43333333333333335,0.0,710815.0,0,1
UMKM-02551,34,24844479,15,3.0,0.0,464524.0,0.0,0,0,1,0,1,0,1,0,0,0.5,0.0,709842.2571428572,0,1
UMKM-02552,32,26286997,20,3.0,0.0,377731.0,0.0,0,0,1,0,0,0,0,0,1,0.6666666666666666,0.0,796575.6666666666,0,1
UMKM-02553,37,39998987,11,4.6,0.0,0.0,3.0,0,0,0,1,0,1,0,0,0,0.36666666666666664,0.0,1052604.9210526317,0,0
UMKM-02554,57,35716928,23,2.8,2.0,125108.0,0.0,1,0,0,0,0,0,1,0,0,0.7666666666666667,0.034482758620689655,615809.1034482758,0,1
UMKM-02556,94,38705970,7,4.8,0.0,320642.0,0.0,0,0,0,0,0,0,1,0,0,0.23333333333333334,0.0,407431.2631578947,0,1
UMKM-02558,27,36659471,20,3.2,2.0,489934.0,1.0,0,0,0,0,0,0,0,0,1,0.6666666666666666,0.07142857142857142,1309266.8214285714,0,1
UMKM-02559,7,37674242,7,3.3,0.0,401673.0,0.0,2,0,0,0,0,0,0,1,0,0.23333333333333334,0.0,4709280.25,0,1
UMKM-02560,72,31433622,27,2.0,2.0,462209.0,0.0,0,0,0,0,0,0,0,1,0,0.9,0.0273972602739726,430597.5616438356,0,1
UMKM-02561,114,35376361,15,3.9,0.0,62485.0,0.0,0,1,0,0,0,0,1,0,0,0.5,0.0,307620.5304347826,0,0
UMKM-02562,91,7647162,9,3.9,0.0,119136.0,1.0,0,0,0,0,0,0,0,0,0,0.3,0.0,83121.32608695653,0,1
UMKM-02563,56,22687889,14,1.9,2.0,264957.0,3.0,1,0,0,0,0,0,0,0,1,0.4666666666666667,0.03508771929824561,398033.1403508772,0,1
UMKM-02564,87,4772217,3,3.0,0.0,227195.0,2.0,1,0,1,0,0,0,0,1,0,0.1,0.0,54229.73863636364,0,1
UMKM-02565,37,49754833,25,5.0,0.0,96264.0,2.0,0,0,0,0,0,0,0,0,1,0.8333333333333334,0.0,1309337.7105263157,0,1
UMKM-02566,43,36582274,14,3.3,2.0,95606.0,2.0,0,0,0,0,0,1,0,0,0,0.4666666666666667,0.045454545454545456,831415.3181818182,0,1
UMKM-02568,116,35288891,31,2.1,5.0,153865.0,2.0,0,0,0,0,0,1,0,0,0,1.0333333333333334,0.042735042735042736,301614.452991453,0,1
UMKM-02571,89,33495926,3,1.1,0.0,435160.0,0.0,1,0,0,0,0,0,0,0,1,0.1,0.0,372176.9555555555,0,1
UMKM-02573,51,46560154,8,3.9,0.0,103166.0,0.0,0,0,0,0,0,1,0,0,0,0.26666666666666666,0.0,895387.5769230769,0,1
UMKM-02575,65,38458301,27,1.2,5.0,479598.0,0.0,0,0,0,0,0,1,0,0,0,0.9,0.07575757575757576,582701.5303030303,0,1
